epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,80.2422,4.42644,3.9959,4.05231,0.00281,0.02027,0.00046,0.00016,4.65749,3.64931,3.6603,0.0701288,0.00331903,0.00331903
2,152.734,3.50688,3.29507,3.25821,0.08462,0.18243,0.02953,0.00544,3.47464,3.79771,2.45291,0.0400629,0.0065865,0.0065865
3,225.295,2.83319,2.69802,2.85148,0.20516,0.10811,0.05794,0.01327,3.13795,4.38781,2.53228,0.00993104,0.00978798,0.00978798
4,296.46,2.46768,2.44864,2.5369,0.15278,0.33784,0.08921,0.02046,2.86108,3.02492,2.27979,0.009703,0.009703,0.009703
5,368.695,2.16274,2.18584,2.27069,0.27119,0.32432,0.20939,0.0611,2.56403,2.76273,2.22942,0.009604,0.009604,0.009604
6,439.973,1.948,2.00047,2.06723,0.3731,0.28378,0.25334,0.08267,2.39097,2.83253,2.03179,0.009505,0.009505,0.009505
7,511.701,1.75971,1.79178,1.87686,0.44339,0.41216,0.38042,0.15183,2.0677,2.0494,1.86931,0.009406,0.009406,0.009406
8,582.885,1.62799,1.63271,1.75063,0.57396,0.39189,0.45597,0.21619,1.9894,2.20864,1.81068,0.009307,0.009307,0.009307
9,654.389,1.54216,1.52898,1.6843,0.65094,0.47882,0.49795,0.23822,1.93774,1.84533,1.64929,0.009208,0.009208,0.009208
10,726.429,1.47244,1.44232,1.61004,0.76132,0.51728,0.59927,0.28593,1.89408,1.71185,1.64528,0.009109,0.009109,0.009109
11,796.798,1.40306,1.38879,1.55897,0.59493,0.49621,0.5142,0.25989,1.73135,1.92703,1.54585,0.00901,0.00901,0.00901
12,869.345,1.37192,1.36543,1.53497,0.67489,0.56081,0.56311,0.31719,1.61439,1.7766,1.48198,0.008911,0.008911,0.008911
13,941.116,1.33844,1.31109,1.51011,0.7291,0.53378,0.59246,0.34621,1.55267,1.69268,1.48829,0.008812,0.008812,0.008812
14,1013.27,1.31198,1.27882,1.48416,0.67335,0.55405,0.57518,0.32113,1.53123,1.72655,1.44961,0.008713,0.008713,0.008713
15,1083.7,1.28027,1.25169,1.46183,0.6882,0.53691,0.52965,0.31342,1.54899,1.6281,1.46468,0.008614,0.008614,0.008614
16,1156.32,1.26998,1.244,1.44862,0.72479,0.55166,0.59567,0.34711,1.56056,1.61974,1.40588,0.008515,0.008515,0.008515
17,1228.62,1.24651,1.20989,1.42925,0.72153,0.54054,0.56625,0.36225,1.42523,1.59396,1.39907,0.008416,0.008416,0.008416
18,1299.56,1.21614,1.19567,1.40384,0.7389,0.59459,0.59698,0.3522,1.44787,1.52576,1.34409,0.008317,0.008317,0.008317
19,1371.03,1.22797,1.2088,1.41691,0.67461,0.57432,0.54854,0.32295,1.44734,1.5798,1.36884,0.008218,0.008218,0.008218
20,1442.11,1.19569,1.15836,1.38516,0.7372,0.56757,0.57987,0.38085,1.33757,1.50151,1.31632,0.008119,0.008119,0.008119
21,1514.93,1.19432,1.15561,1.38596,0.67885,0.60135,0.5807,0.35509,1.34771,1.49233,1.35994,0.00802,0.00802,0.00802
22,1585.8,1.16809,1.11406,1.37387,0.66253,0.60811,0.58949,0.38738,1.29241,1.45463,1.30456,0.007921,0.007921,0.007921
23,1657.23,1.15093,1.10578,1.35516,0.76662,0.58108,0.60421,0.36969,1.36709,1.52392,1.28166,0.007822,0.007822,0.007822
24,1728.92,1.14311,1.10341,1.35279,0.72007,0.57432,0.61133,0.40471,1.34051,1.45365,1.32255,0.007723,0.007723,0.007723
25,1798.38,1.13384,1.0765,1.33875,0.79072,0.6127,0.64803,0.4164,1.2525,1.40797,1.28043,0.007624,0.007624,0.007624
26,1868.33,1.12965,1.07868,1.33502,0.73859,0.57432,0.61564,0.3944,1.25617,1.38091,1.25618,0.007525,0.007525,0.007525
27,1938.7,1.11523,1.06807,1.32494,0.71321,0.64865,0.64232,0.41334,1.29751,1.40249,1.27425,0.007426,0.007426,0.007426
28,2007.97,1.11097,1.07753,1.32551,0.75729,0.60811,0.64034,0.42051,1.31168,1.46786,1.31476,0.007327,0.007327,0.007327
29,2078.14,1.09988,1.03634,1.31945,0.75791,0.62162,0.6569,0.41273,1.26722,1.37077,1.23551,0.007228,0.007228,0.007228
30,2147.24,1.09279,1.02189,1.30251,0.86305,0.62162,0.66244,0.46685,1.15668,1.29438,1.22083,0.007129,0.007129,0.007129
31,2217.62,1.09141,1.02701,1.30606,0.75474,0.57432,0.62078,0.41675,1.15358,1.32946,1.18518,0.00703,0.00703,0.00703
32,2286.86,1.08229,1.01481,1.30001,0.7035,0.64189,0.65287,0.46399,1.10178,1.25919,1.1736,0.006931,0.006931,0.006931
33,2356.61,1.08586,1.02276,1.30759,0.76544,0.63514,0.64885,0.41282,1.25547,1.36125,1.24832,0.006832,0.006832,0.006832
34,2425.81,1.06248,1.00394,1.28832,0.81368,0.64189,0.66313,0.44294,1.13951,1.28437,1.17049,0.006733,0.006733,0.006733
35,2495.35,1.04736,0.99035,1.27218,0.77249,0.61945,0.66442,0.43159,1.16103,1.2621,1.17489,0.006634,0.006634,0.006634
36,2566.52,1.06163,0.99231,1.28379,0.79382,0.62162,0.68284,0.45391,1.11911,1.29441,1.1786,0.006535,0.006535,0.006535
37,2638.17,1.03874,0.96918,1.2729,0.80625,0.64189,0.64965,0.43991,1.17439,1.2894,1.17227,0.006436,0.006436,0.006436
38,2713.46,1.01827,0.96867,1.25609,0.81927,0.6126,0.66109,0.45204,1.10013,1.28124,1.13992,0.006337,0.006337,0.006337
39,2788.12,1.02693,0.95987,1.26802,0.76301,0.60911,0.66427,0.44965,1.15392,1.29115,1.1837,0.006238,0.006238,0.006238
40,2862.94,1.04596,0.95887,1.27565,0.77153,0.6389,0.66578,0.45425,1.13732,1.20645,1.18669,0.006139,0.006139,0.006139
