epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,149.364,4.46702,4.00099,4.10989,0.00074,0.16892,0.00121,0.00041,4.73994,3.52542,3.86047,0.0701288,0.00331903,0.00331903
2,289.326,3.47446,3.06239,3.34723,0.08036,0.12162,0.02759,0.00487,3.41707,4.02792,2.4327,0.0400629,0.0065865,0.0065865
3,427.277,2.79636,2.53276,2.85032,0.14607,0.26351,0.08546,0.0183,3.14243,2.84785,2.2093,0.00993104,0.00978798,0.00978798
4,564.925,2.38701,2.25041,2.46495,0.16417,0.31081,0.10705,0.02571,3.01547,2.64608,2.17528,0.009703,0.009703,0.009703
5,701.941,2.01199,1.88622,2.10808,0.29158,0.38935,0.25911,0.07958,2.54785,2.40378,1.77441,0.009604,0.009604,0.009604
6,839.311,1.75048,1.64817,1.87747,0.38687,0.41892,0.34583,0.10881,2.36113,2.24926,1.78931,0.009505,0.009505,0.009505
7,976.546,1.59969,1.48271,1.73185,0.51925,0.35811,0.38868,0.15239,2.26686,2.03105,1.72132,0.009406,0.009406,0.009406
8,1113.62,1.48739,1.39234,1.6256,0.50659,0.45946,0.45015,0.20167,2.18669,2.0627,1.62654,0.009307,0.009307,0.009307
9,1250.46,1.4026,1.32555,1.55995,0.47813,0.4581,0.44068,0.213,2.02162,2.01611,1.64881,0.009208,0.009208,0.009208
10,1387.17,1.33511,1.26225,1.50543,0.46675,0.40809,0.38389,0.14977,2.12473,2.03219,1.57449,0.009109,0.009109,0.009109
11,1524.09,1.28501,1.24057,1.47186,0.63321,0.41892,0.44104,0.18036,2.02259,2.37068,1.64902,0.00901,0.00901,0.00901
12,1661.04,1.2618,1.21723,1.45923,0.59132,0.55405,0.50739,0.28844,1.62671,1.81855,1.40386,0.008911,0.008911,0.008911
13,1798.13,1.21544,1.15004,1.41913,0.6697,0.57432,0.56795,0.32903,1.6105,1.67777,1.36634,0.008812,0.008812,0.008812
14,1935.07,1.20507,1.11942,1.39718,0.62776,0.52703,0.51047,0.2879,1.59201,1.67124,1.33347,0.008713,0.008713,0.008713
15,2072.39,1.1692,1.09533,1.38468,0.56511,0.54437,0.53192,0.27998,1.55887,1.58081,1.37504,0.008614,0.008614,0.008614
16,2209.54,1.15126,1.07873,1.36039,0.68573,0.57498,0.52882,0.29387,1.4929,1.64853,1.32312,0.008515,0.008515,0.008515
17,2346.6,1.14566,1.06467,1.35615,0.70171,0.58108,0.57035,0.36103,1.42305,1.54177,1.28937,0.008416,0.008416,0.008416
18,2483.93,1.12324,1.04233,1.34211,0.64255,0.62162,0.5898,0.37363,1.35177,1.46937,1.26427,0.008317,0.008317,0.008317
19,2621.23,1.1256,1.04706,1.34739,0.80256,0.58784,0.64191,0.40746,1.32897,1.45991,1.29287,0.008218,0.008218,0.008218
20,2758.39,1.08991,1.00822,1.31293,0.70555,0.63143,0.59662,0.37668,1.24126,1.44694,1.25269,0.008119,0.008119,0.008119
21,2895.63,1.09346,1.00891,1.32394,0.6688,0.60811,0.57318,0.35405,1.28569,1.38721,1.26193,0.00802,0.00802,0.00802
22,3032.36,1.0762,0.96723,1.30934,0.68731,0.60811,0.62621,0.38198,1.20633,1.42057,1.20206,0.007921,0.007921,0.007921
23,3169.07,1.06248,0.96969,1.29699,0.74813,0.60811,0.64642,0.42484,1.18937,1.37964,1.20666,0.007822,0.007822,0.007822
24,3305.82,1.0489,0.95668,1.29214,0.70948,0.60811,0.59057,0.39032,1.26088,1.31318,1.23154,0.007723,0.007723,0.007723
25,3442.77,1.04165,0.9436,1.27478,0.76297,0.63514,0.6257,0.42354,1.13334,1.31485,1.18644,0.007624,0.007624,0.007624
26,3579.78,1.03579,0.95104,1.27715,0.66113,0.67568,0.62862,0.40762,1.13155,1.30699,1.1588,0.007525,0.007525,0.007525
27,3716.69,1.02355,0.9392,1.26613,0.73513,0.58108,0.61513,0.39186,1.26083,1.34896,1.22653,0.007426,0.007426,0.007426
28,3853.42,1.02505,0.94053,1.26455,0.73707,0.65541,0.65626,0.44739,1.09337,1.22103,1.14569,0.007327,0.007327,0.007327
29,3990.8,1.00777,0.9118,1.25886,0.75727,0.64865,0.60598,0.38255,1.249,1.39683,1.18103,0.007228,0.007228,0.007228
30,4127.8,0.99927,0.89712,1.2432,0.65948,0.66738,0.61335,0.41393,1.17711,1.31737,1.12316,0.007129,0.007129,0.007129
31,4265.2,0.9988,0.9012,1.24843,0.76634,0.58784,0.64033,0.42311,1.17507,1.35182,1.18697,0.00703,0.00703,0.00703
32,4402.23,0.99111,0.90521,1.24237,0.76769,0.62162,0.64833,0.44525,1.0728,1.31997,1.15273,0.006931,0.006931,0.006931
33,4539.61,0.98908,0.89683,1.24058,0.71948,0.64189,0.61584,0.39863,1.20743,1.321,1.21343,0.006832,0.006832,0.006832
34,4676.51,0.97557,0.87515,1.2342,0.75706,0.63169,0.65318,0.44726,1.14855,1.22653,1.17116,0.006733,0.006733,0.006733
35,4813.93,0.96039,0.85914,1.22061,0.7233,0.62162,0.62637,0.40341,1.15536,1.27323,1.172,0.006634,0.006634,0.006634
36,4951.13,0.9703,0.86853,1.22886,0.76726,0.63514,0.68315,0.4472,1.07068,1.23822,1.12307,0.006535,0.006535,0.006535
37,5088.36,0.95087,0.85168,1.21441,0.70939,0.66216,0.68564,0.46968,1.10528,1.19807,1.16409,0.006436,0.006436,0.006436
38,5225.76,0.94291,0.85322,1.2085,0.73782,0.65541,0.6654,0.45237,1.08954,1.18831,1.12966,0.006337,0.006337,0.006337
39,5362.66,0.94063,0.84373,1.21241,0.71013,0.68243,0.68106,0.47623,1.05934,1.16412,1.1195,0.006238,0.006238,0.006238
40,5499.94,0.96086,0.84139,1.2226,0.79758,0.60811,0.68116,0.46954,1.06851,1.17357,1.13835,0.006139,0.006139,0.006139
