epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,77.2851,4.31476,3.80545,3.96433,0.05544,0.05405,0.00984,0.00139,4.01693,4.03683,3.13696,0.0701288,0.00331903,0.00331903
2,149.151,3.23691,2.90886,3.15452,0.05074,0.2027,0.02673,0.00519,3.2138,4.5586,2.63472,0.0400629,0.0065865,0.0065865
3,220.357,2.58516,2.49078,2.60917,0.19422,0.31757,0.13221,0.03256,2.73445,3.10547,2.19759,0.00993104,0.00978798,0.00978798
4,291.624,2.19633,2.16265,2.23478,0.27521,0.35135,0.19556,0.04632,2.66068,2.9617,2.05114,0.009703,0.009703,0.009703
5,361.616,1.92637,1.88929,1.96869,0.39899,0.37838,0.30787,0.11589,2.28057,2.55784,1.99924,0.009604,0.009604,0.009604
6,432.187,1.7347,1.71724,1.81227,0.47243,0.37838,0.38391,0.15193,2.24546,2.26789,1.78696,0.009505,0.009505,0.009505
7,501.751,1.61784,1.56157,1.7093,0.58554,0.43919,0.47843,0.19463,2.18738,2.13266,1.81996,0.009406,0.009406,0.009406
8,570.863,1.51553,1.4717,1.61567,0.60752,0.49324,0.48775,0.23903,2.05703,2.15321,1.83601,0.009307,0.009307,0.009307
9,640.46,1.45079,1.40295,1.56906,0.67342,0.47297,0.52084,0.23171,1.97205,2.17143,1.71434,0.009208,0.009208,0.009208
10,709.291,1.40692,1.3407,1.5311,0.70305,0.5473,0.55273,0.27815,1.81502,1.90981,1.60416,0.009109,0.009109,0.009109
11,779.89,1.35513,1.32108,1.49622,0.72112,0.52703,0.55985,0.29367,1.72879,1.90291,1.51945,0.00901,0.00901,0.00901
12,850.515,1.3301,1.2901,1.48012,0.67526,0.5,0.53529,0.29806,1.71618,1.96685,1.47085,0.008911,0.008911,0.008911
13,922.3,1.28544,1.23552,1.44595,0.72647,0.5,0.55006,0.31915,1.65802,1.83522,1.49405,0.008812,0.008812,0.008812
14,993.599,1.27432,1.21544,1.42981,0.70037,0.62162,0.57935,0.32823,1.55967,1.74988,1.44236,0.008713,0.008713,0.008713
15,1065.14,1.24185,1.18973,1.41734,0.60223,0.57432,0.50826,0.29286,1.58137,1.85456,1.4282,0.008614,0.008614,0.008614
16,1135.69,1.23194,1.17797,1.40207,0.79504,0.49324,0.5895,0.35542,1.6399,1.7949,1.45845,0.008515,0.008515,0.008515
17,1208.55,1.20862,1.14542,1.38485,0.67747,0.55352,0.5814,0.35376,1.53241,1.77167,1.40732,0.008416,0.008416,0.008416
18,1280.57,1.1786,1.13098,1.36473,0.66235,0.54344,0.57337,0.34288,1.55975,1.66951,1.38257,0.008317,0.008317,0.008317
19,1353.17,1.19354,1.13709,1.37761,0.68565,0.57432,0.58548,0.38349,1.469,1.63556,1.35376,0.008218,0.008218,0.008218
20,1426.65,1.15992,1.09213,1.34678,0.67852,0.65599,0.62297,0.3897,1.4618,1.62926,1.36478,0.008119,0.008119,0.008119
