epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,2167.34,1.07243,1.00162,1.30336,0.77931,0.60135,0.64429,0.43716,1.20601,1.3092,1.2009,0.007327,0.007327,0.007327
29,2244.24,1.04798,0.95807,1.29007,0.73475,0.65541,0.64611,0.40611,1.17456,1.38664,1.20719,0.007228,0.007228,0.007228
30,2321.33,1.04305,0.95495,1.27937,0.77002,0.63514,0.65825,0.46706,1.09563,1.28911,1.16188,0.007129,0.007129,0.007129
31,2398.33,1.03956,0.95517,1.27494,0.68844,0.64201,0.61771,0.41565,1.22486,1.39432,1.23307,0.00703,0.00703,0.00703
32,2475.56,1.031,0.94051,1.27786,0.79408,0.57432,0.6608,0.43831,1.15288,1.30472,1.17028,0.006931,0.006931,0.006931
33,2552.56,1.03865,0.94291,1.28271,0.77016,0.63396,0.64908,0.43188,1.19213,1.34744,1.22752,0.006832,0.006832,0.006832
34,2629.68,1.01897,0.92612,1.26887,0.74744,0.63514,0.66412,0.46473,1.12443,1.27717,1.14406,0.006733,0.006733,0.006733
35,2707.08,1.00621,0.91367,1.25808,0.79073,0.58108,0.64723,0.41734,1.16804,1.31045,1.19905,0.006634,0.006634,0.006634
36,2784.36,1.01293,0.91425,1.26217,0.83313,0.64189,0.69128,0.47881,1.1247,1.22706,1.17198,0.006535,0.006535,0.006535
37,2861.27,0.99354,0.89999,1.24811,0.77038,0.63514,0.67282,0.46736,1.08365,1.24,1.15143,0.006436,0.006436,0.006436
38,2938.55,0.97912,0.89697,1.23529,0.76963,0.66892,0.67129,0.46609,1.08282,1.22245,1.16218,0.006337,0.006337,0.006337
39,3015.6,0.985,0.89664,1.2451,0.70856,0.68243,0.67798,0.47505,1.15683,1.21938,1.19077,0.006238,0.006238,0.006238
40,3092.7,1.00408,0.89621,1.25322,0.74075,0.63514,0.66365,0.44562,1.15316,1.20754,1.16819,0.006139,0.006139,0.006139
41,3169.49,0.97762,0.88792,1.24127,0.75375,0.66183,0.68235,0.46113,1.05154,1.27328,1.14307,0.00604,0.00604,0.00604
42,3246.17,0.96554,0.86758,1.22277,0.741,0.65726,0.68741,0.47724,1.02201,1.16366,1.13127,0.005941,0.005941,0.005941
43,3322.99,0.96837,0.86709,1.23213,0.71818,0.63711,0.69014,0.46599,1.09366,1.1699,1.17073,0.005842,0.005842,0.005842
44,3401.18,0.9703,0.87093,1.23543,0.79398,0.65103,0.71349,0.51026,1.02148,1.13408,1.0983,0.005743,0.005743,0.005743
45,3478.04,0.96154,0.85642,1.23039,0.83922,0.66216,0.71849,0.49197,1.07737,1.17383,1.17501,0.005644,0.005644,0.005644
46,3554.81,0.96983,0.84911,1.23613,0.80315,0.64189,0.6986,0.47605,1.07805,1.18088,1.1459,0.005545,0.005545,0.005545
47,3631.45,0.95862,0.85688,1.23399,0.80186,0.64865,0.67198,0.48016,1.02074,1.14744,1.12839,0.005446,0.005446,0.005446
48,3707.96,0.95183,0.84494,1.21604,0.84329,0.65541,0.67948,0.47353,1.0554,1.13996,1.14166,0.005347,0.005347,0.005347
49,3784.63,0.93982,0.81868,1.20957,0.77019,0.67568,0.69669,0.47348,1.09291,1.15645,1.15046,0.005248,0.005248,0.005248
50,3861.19,0.94445,0.81938,1.20965,0.80184,0.66216,0.692,0.4809,1.07786,1.17839,1.12525,0.005149,0.005149,0.005149
51,3937.79,0.93329,0.81665,1.20808,0.78413,0.66216,0.69001,0.49351,1.04282,1.15231,1.12279,0.00505,0.00505,0.00505
52,4014.42,0.92528,0.81565,1.19662,0.79726,0.63771,0.6761,0.47152,1.07635,1.17962,1.13413,0.004951,0.004951,0.004951
53,4091.14,0.92831,0.82324,1.19948,0.8202,0.67809,0.72226,0.53001,0.99099,1.06765,1.09678,0.004852,0.004852,0.004852
54,4168,0.91813,0.80841,1.2002,0.82012,0.65541,0.71007,0.49601,1.04913,1.10977,1.1201,0.004753,0.004753,0.004753
55,4244.55,0.92356,0.81332,1.19902,0.77954,0.69595,0.6937,0.50744,0.99131,1.0984,1.10273,0.004654,0.004654,0.004654
56,4321.19,0.91229,0.79273,1.18563,0.79476,0.68919,0.72621,0.51322,1.01176,1.04769,1.09162,0.004555,0.004555,0.004555
57,4398.28,0.92082,0.79825,1.1972,0.8367,0.66892,0.72506,0.52125,0.94529,1.05148,1.08558,0.004456,0.004456,0.004456
58,4475.3,0.90414,0.76874,1.18275,0.78574,0.71861,0.76468,0.54349,0.98984,0.96447,1.10551,0.004357,0.004357,0.004357
59,4552.68,0.91118,0.78626,1.19103,0.80274,0.66892,0.69395,0.49981,1.04499,1.09123,1.09648,0.004258,0.004258,0.004258
60,4629.77,0.9125,0.79434,1.19554,0.83384,0.67817,0.71421,0.50274,1.02837,1.0801,1.12704,0.004159,0.004159,0.004159
61,4707.25,0.8982,0.7827,1.1786,0.79635,0.64189,0.69033,0.5049,0.98687,1.08712,1.09552,0.00406,0.00406,0.00406
62,4784.08,0.89552,0.76487,1.18002,0.8068,0.66892,0.70504,0.51623,0.92736,1.07331,1.04746,0.003961,0.003961,0.003961
63,4861.14,0.89349,0.77852,1.17496,0.79489,0.68081,0.71935,0.51076,0.98365,1.06965,1.11898,0.003862,0.003862,0.003862
64,4938.31,0.90401,0.78178,1.18581,0.77082,0.70448,0.74787,0.53627,0.9804,1.03709,1.06701,0.003763,0.003763,0.003763
65,5015.37,0.8867,0.75478,1.17928,0.72971,0.68243,0.72097,0.5293,0.9701,1.06377,1.06037,0.003664,0.003664,0.003664
66,5092.2,0.88485,0.77856,1.17318,0.81923,0.68919,0.74283,0.54131,0.96804,1.0474,1.08549,0.003565,0.003565,0.003565
67,5169.2,0.88301,0.76531,1.17868,0.78812,0.65345,0.74064,0.53412,0.93984,1.05051,1.05999,0.003466,0.003466,0.003466
68,5246,0.87877,0.7474,1.16924,0.77933,0.74324,0.75442,0.55102,0.90705,0.99614,1.03711,0.003367,0.003367,0.003367
69,5322.91,0.87116,0.76074,1.16722,0.84978,0.64979,0.75381,0.55299,0.93164,1.03362,1.04655,0.003268,0.003268,0.003268
70,5400.05,0.87853,0.74752,1.17027,0.78629,0.67568,0.72734,0.52895,0.99324,1.02533,1.11984,0.003169,0.003169,0.003169
71,5476.89,0.86554,0.72507,1.1613,0.82254,0.68919,0.76012,0.54278,0.96096,0.98718,1.08217,0.00307,0.00307,0.00307
72,5553.34,0.86944,0.73528,1.16117,0.85382,0.67568,0.73966,0.53975,0.94514,0.98866,1.08421,0.002971,0.002971,0.002971
73,5629.89,0.87152,0.72545,1.1599,0.7899,0.66048,0.70441,0.52574,0.93244,1.01783,1.07649,0.002872,0.002872,0.002872
74,5706.15,0.85538,0.72572,1.15577,0.80771,0.65279,0.71102,0.51519,0.98961,1.04604,1.1098,0.002773,0.002773,0.002773
75,5782.85,0.85334,0.73533,1.15931,0.81712,0.69439,0.73402,0.52652,0.95741,1.02366,1.11901,0.002674,0.002674,0.002674
76,5858.92,0.84016,0.70431,1.14659,0.82697,0.64189,0.71703,0.50678,0.94913,1.02979,1.06384,0.002575,0.002575,0.002575
77,5935.48,0.84917,0.70321,1.15155,0.80823,0.67568,0.7377,0.53814,0.93297,1.03909,1.08398,0.002476,0.002476,0.002476
78,6012.42,0.83979,0.70221,1.1449,0.79229,0.71622,0.72921,0.53218,0.9545,0.99129,1.08226,0.002377,0.002377,0.002377
79,6088.88,0.8423,0.69122,1.14281,0.76849,0.70946,0.74829,0.53327,0.95939,1.0455,1.10571,0.002278,0.002278,0.002278
80,6165.46,0.8371,0.6988,1.14433,0.83982,0.67312,0.74165,0.54967,0.92052,0.99605,1.07052,0.002179,0.002179,0.002179
81,6242.42,0.83882,0.68119,1.13938,0.85198,0.66113,0.74295,0.53773,0.97342,1.0056,1.0829,0.00208,0.00208,0.00208
82,6319.18,0.83458,0.68943,1.143,0.86035,0.66606,0.74181,0.54655,0.93899,0.98039,1.07038,0.001981,0.001981,0.001981
83,6396.19,0.82022,0.68312,1.13352,0.80807,0.71119,0.75014,0.5342,0.98166,1.01129,1.07882,0.001882,0.001882,0.001882
84,6472.84,0.82309,0.68671,1.13772,0.81236,0.67568,0.72459,0.53666,0.94494,1.00293,1.09859,0.001783,0.001783,0.001783
85,6549.28,0.81893,0.66568,1.13463,0.83177,0.66892,0.72976,0.54263,0.92124,1.0065,1.08199,0.001684,0.001684,0.001684
86,6626.06,0.81305,0.67185,1.12542,0.86239,0.66892,0.73936,0.54774,0.9009,0.99831,1.07019,0.001585,0.001585,0.001585
87,6702.99,0.81614,0.68233,1.13047,0.80241,0.68919,0.73907,0.54753,0.90766,0.99579,1.07976,0.001486,0.001486,0.001486
88,6779.9,0.81002,0.66013,1.12893,0.81508,0.66216,0.73468,0.53546,0.88345,1.02211,1.06091,0.001387,0.001387,0.001387
89,6856.91,0.8108,0.66308,1.12768,0.83006,0.65541,0.74883,0.55863,0.87638,0.9881,1.06464,0.001288,0.001288,0.001288
90,6933.77,0.79698,0.65529,1.11891,0.80185,0.66892,0.74609,0.5489,0.89463,0.99175,1.05902,0.001189,0.001189,0.001189
91,7009.22,0.68831,0.65387,1.12254,0.84703,0.66892,0.73995,0.54375,0.91098,0.99412,1.05702,0.00109,0.00109,0.00109
92,7082.21,0.67372,0.62509,1.11163,0.81084,0.69512,0.7596,0.54788,0.90258,0.98764,1.05436,0.000991,0.000991,0.000991
93,7155.67,0.65903,0.61217,1.10042,0.79526,0.69595,0.7473,0.54786,0.90022,1.00428,1.063,0.000892,0.000892,0.000892
94,7229.52,0.66307,0.5952,1.10764,0.83885,0.68243,0.75387,0.55,0.88538,0.98864,1.04127,0.000793,0.000793,0.000793
95,7302.98,0.64769,0.59541,1.09929,0.85996,0.64865,0.75456,0.56107,0.88184,0.97613,1.04853,0.000694,0.000694,0.000694
96,7377.44,0.65385,0.58765,1.10157,0.79612,0.68919,0.75327,0.5567,0.8885,0.97906,1.05182,0.000595,0.000595,0.000595
97,7451.34,0.63741,0.58017,1.09812,0.81691,0.66216,0.75393,0.5595,0.88267,0.94535,1.06517,0.000496,0.000496,0.000496
98,7525,0.63971,0.57476,1.0922,0.78389,0.68626,0.74465,0.54547,0.89436,0.9581,1.06523,0.000397,0.000397,0.000397
99,7598.19,0.63774,0.5784,1.0935,0.79361,0.68919,0.74032,0.54859,0.88848,0.95158,1.06408,0.000298,0.000298,0.000298
100,7672.19,0.62589,0.57461,1.08873,0.84139,0.66216,0.75067,0.5536,0.88921,0.93495,1.0707,0.000199,0.000199,0.000199
