epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,88.5705,8.87047,9.6982,8.29296,0,0,0,0,9.38717,7.83512,7.9535,0.0701288,0.00331903,0.00331903
2,166.805,7.41323,7.83355,7.18683,0.0269,0.02703,0.00857,0.00116,7.52853,13.7569,6.645,0.0400629,0.0065865,0.0065865
3,245.413,5.59373,6.05012,5.97295,0.05991,0.0473,0.01646,0.00301,6.39882,10.899,5.27368,0.00993104,0.00978798,0.00978798
4,324.09,4.64985,5.29518,5.07472,0.40731,0.08108,0.12783,0.02595,5.70247,6.44762,4.79298,0.009703,0.009703,0.009703
5,403.264,4.05607,4.55089,4.38678,0.35379,0.22973,0.20919,0.05876,5.02328,5.28624,4.33498,0.009604,0.009604,0.009604
6,482.724,3.59701,4.09762,3.97676,0.30043,0.25536,0.19592,0.06123,4.59925,5.06993,4.00566,0.009505,0.009505,0.009505
7,562.269,3.33883,3.69004,3.70692,0.37621,0.30405,0.23427,0.07626,4.58781,5.03695,4.01691,0.009406,0.009406,0.009406
8,641.691,3.1111,3.41474,3.48957,0.39848,0.35135,0.30091,0.11677,4.0157,4.42496,3.51951,0.009307,0.009307,0.009307
9,721.186,2.9755,3.19133,3.35448,0.47194,0.39855,0.40351,0.16731,3.92378,4.269,3.43302,0.009208,0.009208,0.009208
10,800.692,2.86533,3.06633,3.25495,0.4909,0.52703,0.39961,0.19659,3.65814,3.97387,3.23575,0.009109,0.009109,0.009109
11,880.224,2.7567,2.88664,3.14195,0.56751,0.41216,0.43629,0.20595,3.64099,3.92485,3.19158,0.00901,0.00901,0.00901
12,959.595,2.71346,2.83867,3.11454,0.43147,0.47177,0.38268,0.17449,3.46624,3.83002,3.11363,0.008911,0.008911,0.008911
13,1038.98,2.64078,2.7259,3.03569,0.54865,0.52027,0.4499,0.2448,3.22104,3.58997,2.98873,0.008812,0.008812,0.008812
